0	8	304	193	4732	18.5	70	1	hi 1200d
0	8	360	215	4615	14	70	1	ford f250
0	8	307	200	4376	15	70	1	chevy c20
0	8	318	210	4382	13.5	70	1	dodge d200
0	8	429	208	4633	11	72	1	mercury marquis
0	8	400	150	4997	14	73	1	chevrolet impala
0	8	350	180	3664	11	73	1	oldsmobile omega
0	8	383	180	4955	11.5	71	1	dodge monaco (sw)
0	8	350	160	4456	13.5	72	1	oldsmobile delta 88 royale
0	8	429	198	4952	11.5	73	1	mercury marquis brougham
0	8	455	225	4951	11	73	1	buick electra 225 custom
0	8	400	167	4906	12.5	73	1	ford country
0	8	350	180	4499	12.5	73	1	oldsmobile vista cruiser
0	8	400	170	4746	12	71	1	ford country squire (sw)
0	8	400	175	5140	12	71	1	pontiac safari (sw)
0	8	350	165	4274	12	72	1	chevrolet impala
0	8	350	155	4502	13.5	72	1	buick lesabre custom
0	8	400	190	4422	12.5	72	1	chrysler newport royal
0	8	307	130	4098	14	72	1	chevrolet chevelle concours (sw)
0	8	302	140	4294	16	72	1	ford gran torino (sw)
0	8	350	175	4100	13	73	1	buick century 350
0	8	350	145	3988	13	73	1	chevrolet malibu
0	8	400	150	4464	12	73	1	chevrolet caprice classic
0	8	351	158	4363	13	73	1	ford ltd
0	8	440	215	4735	11	73	1	chrysler new yorker brougham
0	8	360	175	3821	11	73	1	amc ambassador brougham
0	8	360	170	4654	13	73	1	plymouth custom suburb
0	8	350	150	4699	14.5	74	1	buick century luxus (sw)
0	8	302	129	3169	12	75	1	ford mustang ii
0	8	318	150	3940	13.2	76	1	plymouth volare premier v8
0	8	350	145	4055	12	76	1	chevy c10
0	8	302	130	3870	15	76	1	ford f108
0	8	318	150	3755	14	76	1	dodge d100
0	8	454	220	4354	9	70	1	chevrolet impala
0	8	440	215	4312	8.5	70	1	plymouth fury iii
0	8	455	225	4425	10	70	1	pontiac catalina
0	8	340	160	3609	8	70	1	plymouth 'cuda 340
0	8	455	225	3086	10	70	1	buick estate wagon (sw)
0	8	350	165	4209	12	71	1	chevrolet impala
0	8	400	175	4464	11.5	71	1	pontiac catalina brougham
0	8	351	153	4154	13.5	71	1	ford galaxie 500
0	8	318	150	4096	13	71	1	plymouth fury iii
0	8	400	175	4385	12	72	1	pontiac catalina
0	8	351	153	4129	13	72	1	ford galaxie 500
0	8	318	150	4077	14	72	1	plymouth satellite custom (sw)
0	8	304	150	3672	11.5	73	1	amc matador
0	8	302	137	4042	14.5	73	1	ford gran torino
0	8	318	150	4237	14.5	73	1	plymouth fury gran sedan
0	8	318	150	4457	13.5	74	1	dodge coronet custom (sw)
0	8	302	140	4638	16	74	1	ford gran torino (sw)
0	8	304	150	4257	15.5	74	1	amc matador (sw)
0	8	351	148	4657	13.5	75	1	ford ltd
0	8	351	152	4215	12.8	76	1	ford gran torino
0	8	350	165	3693	11.5	70	1	buick skylark 320
0	8	429	198	4341	10	70	1	ford galaxie 500
0	8	390	190	3850	8.5	70	1	amc ambassador dpl
0	8	383	170	3563	10	70	1	dodge challenger se
0	8	400	150	3761	9.5	70	1	chevrolet monte carlo
0	8	318	150	4135	13.5	72	1	plymouth fury iii
0	8	304	150	3892	12.5	72	1	amc matador (sw)
0	8	318	150	3777	12.5	73	1	dodge coronet custom
0	8	350	145	4082	13	73	1	chevrolet monte carlo s
0	8	318	150	3399	11	73	1	dodge dart custom
0	6	250	100	3336	17	74	1	chevrolet nova
0	6	250	72	3432	21	75	1	mercury monarch
0	6	250	72	3158	19.5	75	1	ford maverick
0	8	350	145	4440	14	75	1	chevrolet bel air
0	6	258	110	3730	19	75	1	amc matador
0	8	302	130	4295	14.9	77	1	mercury cougar brougham
0	8	304	120	3962	13.9	76	1	amc matador
0	8	318	145	4140	13.7	77	1	dodge monaco brougham
0	8	350	170	4165	11.4	77	1	chevrolet monte carlo landau
0	8	400	190	4325	12.2	77	1	chrysler cordoba
0	8	351	142	4054	14.3	79	1	ford country squire (sw)
0	8	304	150	3433	12	70	1	amc rebel sst
0	6	225	105	3439	15.5	71	1	plymouth satellite custom
0	6	250	100	3278	18	73	1	chevrolet nova custom
0	8	400	230	4278	9.5	73	1	pontiac grand prix
0	6	250	100	3781	17	74	1	chevrolet chevelle malibu classic
0	6	258	110	3632	18	74	1	amc matador
0	8	302	140	4141	14	74	1	ford gran torino
0	8	400	170	4668	11.5	75	1	pontiac catalina
0	8	318	150	4498	14.5	75	1	plymouth grand fury
0	6	250	105	3897	18.5	75	1	chevroelt chevelle malibu
0	8	318	150	4190	13	76	1	dodge coronet brougham
0	8	400	180	4220	11.1	77	1	pontiac grand prix lj
0	8	351	149	4335	14.5	77	1	ford thunderbird
0	6	163	133	3410	15.8	78	2	peugeot 604sl
0	6	168	120	3820	16.7	76	2	mercedes-benz 280s
0	8	350	180	4380	12.1	76	1	cadillac seville
0	8	351	138	3955	13.2	79	1	mercury grand marquis
0	8	350	155	4360	14.9	79	1	buick estate wagon (sw)
0	8	302	140	3449	10.5	70	1	ford torino
0	6	250	100	3329	15.5	71	1	chevrolet chevelle malibu
0	8	304	150	3672	11.5	72	1	amc ambassador sst
0	6	231	110	3907	21	75	1	buick century
0	8	260	110	4060	19	77	1	oldsmobile cutlass supreme
0	6	163	125	3140	13.6	78	2	volvo 264gl
0	8	305	130	3840	15.4	79	1	chevrolet caprice classic
0	8	305	140	4215	13	76	1	chevrolet chevelle malibu classic
0	6	258	95	3193	17.8	76	1	amc pacer d/l
0	8	305	145	3880	12.5	77	1	chevrolet caprice classic
0	6	250	110	3520	16.4	77	1	chevrolet concours
0	8	318	140	4080	13.7	78	1	dodge magnum xe
0	8	302	129	3725	13.4	79	1	ford ltd landau
0	6	225	85	3465	16.6	81	1	chrysler lebaron salon
0	6	231	165	3445	13.4	78	1	buick regal sport coupe (turbo)
0	8	307	130	3504	12	70	1	chevrolet chevelle malibu
0	8	318	150	3436	11	70	1	plymouth satellite
0	6	199	97	2774	15.5	70	1	amc hornet
0	6	232	100	3288	15.5	71	1	amc matador
0	6	258	110	2962	13.5	71	1	amc hornet sportabout (sw)
0	6	250	88	3139	14.5	71	1	ford mustang
0	4	121	112	2933	14.5	72	2	volvo 145e (sw)
0	6	225	105	3121	16.5	73	1	plymouth valiant
0	6	232	100	2945	16	73	1	amc hornet
0	6	250	88	3021	16.5	73	1	ford maverick
0	6	232	100	2789	15	73	1	amc gremlin
0	3	70	90	2124	13.5	73	3	maxda rx3
0	6	225	105	3613	16.5	74	1	plymouth satellite sebring
0	6	250	105	3459	16	75	1	chevrolet nova
0	6	225	95	3785	19	75	1	plymouth fury
0	6	171	97	2984	14.5	75	1	ford pinto
0	6	250	78	3574	21	76	1	ford granada ghia
0	6	258	120	3410	15.1	78	1	amc concord d/l
0	8	302	139	3205	11.2	78	1	ford futura
0	8	318	135	3830	15.2	79	1	dodge st. regis
0	6	250	110	3645	16.2	76	1	pontiac ventura sj
0	6	250	98	3525	19	77	1	ford granada
0	8	360	150	3940	13	79	1	chrysler lebaron town @ country (sw)
0	6	225	110	3620	18.7	78	1	dodge aspen
1	6	232	100	2634	13	71	1	amc gremlin
1	6	250	88	3302	15.5	71	1	ford torino 500
1	6	250	100	3282	15	71	1	pontiac firebird
1	3	70	97	2330	13.5	72	3	mazda rx2 coupe
1	4	122	85	2310	18.5	73	1	ford pinto
1	4	121	112	2868	15.5	73	2	volvo 144ea
1	6	232	100	2901	16	74	1	amc hornet
1	6	225	95	3264	16	75	1	plymouth valiant custom
1	6	232	90	3211	17	75	1	amc pacer
1	4	120	88	3270	21.9	76	2	peugeot 504
1	6	156	108	2930	15.5	76	3	toyota mark ii
1	6	225	100	3630	17.7	77	1	plymouth volare custom
1	6	225	90	3381	18.7	80	1	dodge aspen
1	6	231	105	3535	19.2	78	1	pontiac phoenix lj
1	8	305	145	3425	13.2	78	1	chevrolet monte carlo landau
1	8	267	125	3605	15	79	1	chevrolet malibu classic (sw)
1	8	318	140	3735	13.2	78	1	dodge diplomat
1	6	232	90	3210	17.2	78	1	amc concord
1	6	200	85	2990	18.2	79	1	mercury zephyr 6
1	8	260	110	3365	15.5	78	1	oldsmobile cutlass salon brougham
1	4	140	90	2408	19.5	72	1	chevrolet vega
1	4	97	88	2279	19	73	3	toyota carina
1	4	114	91	2582	14	73	2	audi 100ls
1	6	156	122	2807	13.5	73	3	toyota mark ii
1	6	198	95	3102	16.5	74	1	plymouth duster
1	8	262	110	3221	13.5	75	1	chevrolet monza 2+2
1	6	232	100	2914	16	75	1	amc gremlin
1	6	225	100	3651	17.7	76	1	dodge aspen se
1	4	130	102	3150	15.7	76	2	volvo 245
1	8	302	139	3570	12.8	78	1	mercury monarch ghia
1	6	200	85	2965	15.8	78	1	ford fairmont (auto)
1	6	232	90	3265	18.2	79	1	amc concord dl 6
1	6	200	88	3060	17.1	81	1	ford granada gl
1	5	131	103	2830	15.9	78	2	audi 5000
1	6	231	105	3425	16.9	77	1	buick skylark
1	6	200	95	3155	18.2	78	1	chevrolet malibu
1	6	225	100	3430	17.2	78	1	plymouth volare
1	6	231	105	3380	15.8	78	1	buick century special
1	6	225	110	3360	16.6	79	1	dodge aspen 6
1	6	200	85	3070	16.7	78	1	mercury zephyr
1	6	200	85	2587	16	70	1	ford maverick
1	6	199	90	2648	15	70	1	amc gremlin
1	4	122	86	2226	16.5	72	1	ford pinto runabout
1	4	120	87	2979	19.5	72	2	peugeot 504 (sw)
1	4	140	72	2401	19.5	73	1	chevrolet vega
1	6	155	107	2472	14	73	1	mercury capri v6
1	6	200	?	2875	17	74	1	ford maverick
1	6	231	110	3039	15	75	1	buick skyhawk
1	4	134	95	2515	14.8	78	3	toyota celica gt liftback
1	4	121	110	2600	12.8	77	2	bmw 320i
1	3	80	110	2720	13.5	77	3	mazda rx-4
1	6	231	115	3245	15.4	79	1	pontiac lemans v6
1	4	121	115	2795	15.7	78	2	saab 99gle
1	6	198	95	2833	15.5	70	1	plymouth duster
1	4	140	72	2408	19	71	1	chevrolet vega (sw)
1	4	121	76	2511	18	72	2	volkswagen 411 (sw)
1	4	122	86	2395	16	72	1	ford pinto (sw)
1	4	108	94	2379	16.5	73	3	datsun 610
1	4	121	98	2945	14.5	75	2	volvo 244dl
1	6	225	100	3233	15.4	76	1	plymouth valiant
1	6	250	105	3353	14.5	76	1	chevrolet nova
1	6	146	97	2815	14.5	77	3	datsun 810
1	6	232	112	2835	14.7	82	1	ford granada l
1	4	140	88	2890	17.3	79	1	ford fairmont 4
1	6	231	110	3415	15.8	81	1	buick century
1	6	232	90	3085	17.6	76	1	amc hornet
1	4	122	86	2220	14	71	1	mercury capri 2000
1	4	97	54	2254	23.5	72	2	volkswagen type 3
1	4	120	97	2506	14.5	72	3	toyouta corona mark ii (sw)
1	6	198	95	2904	16	73	1	plymouth duster
1	4	140	83	2639	17	75	1	ford pinto
1	4	140	78	2592	18.5	75	1	pontiac astro
1	4	115	95	2694	15	75	2	audi 100ls
1	4	120	88	2957	17	75	2	peugeot 504
1	8	350	125	3900	17.4	79	1	cadillac eldorado
1	4	151	?	3035	20.5	82	1	amc concord dl
1	4	156	105	2745	16.7	78	1	plymouth sapporo
1	6	173	110	2725	12.6	81	1	chevrolet citation
1	4	140	?	2905	14.3	80	1	ford mustang cobra
1	3	70	100	2420	12.5	80	3	mazda rx-7 gs
1	4	151	85	2855	17.6	78	1	oldsmobile starfire sx
1	4	119	97	2405	14.9	78	3	datsun 200-sx
1	8	260	90	3420	22.2	79	1	oldsmobile cutlass salon brougham
1	4	113	95	2372	15	70	3	toyota corona mark ii
1	4	107	90	2430	14.5	70	2	audi 100 ls
1	4	113	95	2278	15.5	72	3	toyota corona hardtop
1	4	116	75	2158	15.5	73	2	opel manta
1	4	121	110	2660	14	73	2	saab 99le
1	4	90	75	2108	15.5	74	2	fiat 128
1	4	120	97	2489	15	74	3	honda civic
1	4	134	96	2702	13.5	75	3	toyota corona
1	4	119	97	2545	17	75	3	datsun 710
1	6	200	81	3012	17.6	76	1	ford maverick
1	4	140	92	2865	16.4	82	1	ford fairmont futura
1	6	146	120	2930	13.8	81	3	datsun 810 maxima
1	4	151	90	3003	20.1	80	1	amc concord
1	4	98	60	2164	22.1	76	1	chevrolet woody
1	4	151	88	2740	16	77	1	pontiac sunbird coupe
1	4	110	87	2672	17.5	70	2	peugeot 504
1	4	104	95	2375	17.5	70	2	saab 99e
1	4	113	95	2228	14	71	3	toyota corona
1	4	98	?	2046	19	71	1	ford pinto
1	4	97.5	80	2126	17	72	1	dodge colt hardtop
1	4	140	75	2542	17	74	1	chevrolet vega
1	4	90	71	2223	16.5	75	2	volkswagen dasher
1	4	121	115	2671	13.5	75	2	saab 99le
1	4	116	81	2220	16.9	76	2	opel 1900
1	4	140	92	2572	14.9	76	1	capri ii
1	6	181	110	2945	16.4	82	1	buick century limited
1	4	140	88	2720	15.4	78	1	ford fairmont (man)
1	5	183	77	3530	20.1	79	2	mercedes benz 300d
1	6	168	116	2900	12.6	81	3	toyota cressida
1	4	122	96	2300	15.5	77	1	plymouth arrow gs
1	4	140	89	2755	15.8	77	1	ford mustang ii 2+2
1	4	156	92	2620	14.4	81	1	dodge aries wagon (sw)
1	4	97	46	1835	20.5	70	2	volkswagen 1131 deluxe sedan
1	4	121	113	2234	12.5	70	2	bmw 2002
1	4	91	70	1955	20.5	71	1	plymouth cricket
1	4	96	69	2189	18	72	2	renault 12 (sw)
1	4	97	46	1950	21	73	2	volkswagen super beetle
1	4	98	90	2265	15.5	73	2	fiat 124 sport coupe
1	4	122	80	2451	16.5	74	1	ford pinto
1	4	79	67	1963	15.5	74	2	volkswagen dasher
1	4	97	78	2300	14.5	74	2	opel manta
1	4	116	75	2246	14	74	2	fiat 124 tc
1	4	108	93	2391	15.5	74	3	subaru
1	4	98	79	2255	17.7	76	1	dodge colt
1	4	97	75	2265	18.2	77	3	toyota corolla liftback
1	4	156	92	2585	14.5	82	1	chrysler lebaron medallion
2	4	140	88	2870	18.1	80	1	ford fairmont
2	4	140	72	2565	13.6	76	1	ford pinto
2	4	151	84	2635	16.4	81	1	buick skylark
2	8	350	105	3725	19	81	1	oldsmobile cutlass ls
2	6	173	115	2700	12.9	79	1	oldsmobile omega brougham
2	4	97	88	2130	14.5	70	3	datsun pl510
2	4	97	88	2130	14.5	71	3	datsun pl510
2	4	97	60	1834	19	71	2	volkswagen model 111
2	4	97	88	2100	16.5	72	3	toyota corolla 1600 (sw)
2	4	101	83	2202	15.3	76	2	renault 12tl
2	4	112	88	2640	18.6	82	1	chevrolet cavalier wagon
2	4	151	90	2735	18	82	1	pontiac phoenix
2	4	151	90	2950	17.3	82	1	chevrolet camaro
2	4	140	86	2790	15.6	82	1	ford mustang gl
2	4	119	97	2300	14.7	78	3	datsun 510
2	4	141	71	3190	24.8	79	2	peugeot 504
